Number	Path	Coordinates
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.469433;y=;3.763518
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-18.0805;y=;4.577833
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.318945;y=;10.63796
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.996907;y=;3.282494
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.984376;y=;9.252287
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.907994;y=;4.173611
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-18.22876;y=;21.05125
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.336057;y=;-8.76255
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.829867;y=;21.60165
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.693661;y=;6.281675
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.7771479;y=;-4.841426
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.0744;y=;13.53563
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.8081893;y=;6.082369
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.04773;y=;14.64331
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.9722613;y=;18.9938
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.1143405;y=;-2.783304
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.2228;y=;13.96258
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.170487;y=;13.85433
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.061822;y=;2.227915
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;3.511776;y=;7.12014
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.08799;y=;-7.471993
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.73625;y=;21.65131
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.408036;y=;5.703629
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.93023;y=;13.93533
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.411531;y=;12.26942
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.110653;y=;8.137798
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.83818;y=;19.87288
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.162509;y=;5.602917
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.22097;y=;20.93501
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;4.929239;y=;-4.675412
