Number	Path	Coordinates
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-51.6352;y=;-15.9648
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-37.73816;y=;19.86184
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-27.4;y=;32.6
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-32.2;y=;11.8
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;45.1237;y=;-37.27631
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.44982;y=;28.24982
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.163361;y=;-0.4366384
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;39.93769;y=;7.800003
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.4;y=;6.200005
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.665504;y=;5.734499
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;13.88891;y=;2.688907
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;45.46848;y=;-19.46848
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-47.08496;y=;-8.515035
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-46.738;y=;-17.662
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-43.07376;y=;1.726246
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;15.8;y=;6.200005
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;43;y=;-39.4
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
