Number	Path	Coordinates
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.043214;y=;19.75679
25;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.59824;y=;18.11704
26;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;7.23
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.363275;y=;11.76328
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.3119431;y=;16.31194
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.02626038;y=;-1.226259
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2648544;y=;15.04993
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3010559;y=;-0.8989439
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;7.23
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.4670229;y=;15.4
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-14.2;y=;15.4
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3572741;y=;15.0133
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.13603;y=;15.4
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.4212914;y=;8.021294
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3;y=;3.462152
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.06153202;y=;-1.138468
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.8;y=;17.8
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.1408043;y=;8.200001
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;19.23
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-12.99665;y=;15.4
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.1963463;y=;15.07709
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;19.23
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.928643;y=;13.32864
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.6;y=;6.6
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;7.216654
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;11.93124
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.65384;y=;15.4
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;19.23
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;1.434929
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.5035791;y=;14.95531
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.09465027;y=;8.200001
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15;y=;-2.004865
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.26707;y=;-6.389723
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3096638;y=;15.03217
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-14.33919;y=;15.53919
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2262621;y=;6.6
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.240427;y=;-0.9595728
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-14.2;y=;9.554939
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-17.4;y=;5.339844
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.94656;y=;6.746561
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.1777706;y=;-1.022229
