Number	Path	Coordinates
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.54;y=;7.23
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.538502;y=;8.200001
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.438963;y=;9.561035
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.35;y=;7.23
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.24;y=;7.23
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.19;y=;7.23
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.09;y=;7.23
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.82;y=;7.23
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15;y=;16.7346
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.02;y=;7.23
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.03924847;y=;15.4
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;1.18
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;1.12
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.026731;y=;0.1336184
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-0.3699999
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-0.4200001
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-0.8999996
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-1.43
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-1.8
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.96;y=;-2.23
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.32768;y=;11.72768
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.188721;y=;8.200001
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.908235;y=;9.091766
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.333292;y=;8.200001
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.39;y=;7.23
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3173456;y=;15.4
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.02208042;y=;-1.22208
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;14.18
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.50832;y=;-1.453728
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.013416;y=;8.986584
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.041651;y=;8.958349
