Number	Path	Coordinates
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;9.600002;y=;3.902878
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.660225;y=;-16
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.57331;y=;-21.77331
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32.8;y=;3.200001
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-5.956837
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.13845;y=;-17.93845
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;15.66174;y=;5.138268
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-22.93191;y=;20
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28.8;y=;22.4
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.799999;y=;-4.167049
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-1.599998
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;37.71057;y=;17.48943
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.6;y=;1.240204
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31.2;y=;2.400002
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.6;y=;-0.7999992
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.848516;y=;-23.64852
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.799999;y=;-10.7495
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-2.004795
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
