Number	Path	Coordinates
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-25.21914;y=;22.4
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;11.38682;y=;9.600002
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28.8;y=;22.4
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;21.9
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.78788;y=;-0.9878807
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28;y=;-4.609352
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-14.27344;y=;19.07344
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-20.8;y=;24
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;27.69;y=;-25.05
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;9.600002;y=;0.1598434
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-5.253447
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24.55012;y=;24
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;23.03256;y=;1.767441
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-25.31315;y=;24
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-32.04582;y=;-20.84581
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40;y=;-33.6
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-3.085588
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-23.53913;y=;22.4
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.35;y=;17.85
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;34.38008;y=;-7.18008
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31.75137;y=;-0.5513687
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;21.00532;y=;5.394684
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;33.53817;y=;-28.73816
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.11129;y=;12.11129
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;9.600002;y=;0.2566452
