Number	Path	Coordinates
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;4.5;y=;11.7
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;54.24168;y=;-13.55832
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-23.1;y=;27.3
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.3672;y=;23.7
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.391792;y=;-23.1
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;54.85635;y=;-12.34366
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;6.669579;y=;-23.1
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;54.54711;y=;-12.65289
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;8.314491;y=;0.514492
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.5;y=;-22.5
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;52.98806;y=;-22.01194
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-18.3;y=;23.7
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.5;y=;-24.3
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;52.95982;y=;-21.44019
98;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;7.5;y=;0.3000031
99;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;54.29303;y=;-13.50697
